timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request
1753441690.880188741,81,-2.5,Neutral,1,0,0,56.5,-0.0,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441696.898894970,81,-2.8,Reverse,1,0,1,56.5,-0.0,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441702.915452339,81,-2.5,Reverse,1,0,1,56.5,-0.0,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441708.933066013,81,-2.8,Reverse,1,0,1,56.5,-0.0,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441714.849211831,81,-2.0,Drive,1,0,0,56.5,-0.0,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441720.918573629,81,-2.5,Reverse,1,16,0,56.5,-1.8,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441726.987742042,81,-1.8,Reverse,1,9,0,56.5,-3.6,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441732.750205680,81,-25.0,Reverse,1,45,0,56.5,-3.6,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441739.023154547,81,-13.8,Drive,1,86,0,55.5,5.3,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441744.990399320,81,-16.8,Drive,1,87,0,56.0,8.8,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441751.059703306,81,-43.2,Drive,1,0,0,56.5,8.8,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441757.077277761,81,-19.0,Drive,1,44,0,56.5,14.1,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441763.095421280,81,-37.8,Drive,1,51,0,56.0,14.1,3506.0,29,57.5,4.9,0x2A,0,0.0
1753441768.807714091,81,-2.5,Drive,1,51,0,56.0,15.8,3506.1,29,57.5,4.9,0x2A,0,0.0
1753441775.132483999,81,-25.8,Drive,1,0,1,56.5,3.5,3506.1,29,57.5,4.9,0x2A,0,0.0
1753441781.097911735,80,5.0,Drive,1,10,0,56.5,14.1,3506.1,29,57.5,4.9,0x2A,0,0.0
1753441787.166247072,80,-14.8,Drive,1,41,0,56.0,15.8,3506.2,29,57.5,4.9,0x2A,0,0.0
1753441793.184824031,80,15.0,Drive,1,41,0,56.0,12.3,3506.2,29,57.5,4.9,0x2A,0,0.0
1753441798.897189706,80,-2.5,Drive,1,35,0,56.5,10.5,3506.2,29,57.5,4.9,0x2A,0,0.0
1753441805.220473776,80,14.0,Drive,1,21,0,56.5,10.5,3506.2,29,57.5,4.9,0x2A,0,0.0
1753441811.188207822,80,-45.0,Drive,1,0,1,56.5,5.3,3506.2,29,57.5,4.9,0x2A,0,0.0
1753441817.257224983,80,-32.2,Drive,1,52,0,56.0,10.5,3506.3,29,57.5,4.9,0x2A,0,0.0
1753441823.275257982,80,38.5,Drive,1,52,0,56.0,26.4,3506.3,29,57.5,4.8,0x2A,0,0.0
1753441828.936289701,80,-47.0,Drive,1,52,0,56.0,5.3,3506.3,29,57.5,4.8,0x2A,0,0.0
1753441835.311631271,80,-143.2,Drive,1,74,0,55.0,26.4,3506.3,29,57.5,4.8,0x2A,0,0.0
1753441841.278365522,80,8.8,Drive,1,74,0,55.0,24.7,3506.4,29,57.5,4.8,0x2A,0,0.0
1753441847.194395298,79,-171.2,Drive,1,100,0,54.0,15.8,3506.4,28,57.5,4.8,0x2A,0,0.0
1753441853.365198233,79,3.2,Drive,1,64,0,55.0,17.6,3506.4,28,57.5,4.8,0x2A,0,0.0
1753441858.974309901,79,-17.2,Drive,1,0,1,56.5,3.5,3506.5,28,57.5,4.8,0x2A,0,0.0
1753441865.399748080,79,-9.2,Drive,1,32,0,56.0,8.8,3506.5,28,57.5,4.8,0x2A,0,0.0
1753441871.418462174,79,-122.0,Drive,1,100,0,54.5,19.4,3506.5,27,57.5,4.8,0x2A,0,0.0
1753441877.384967570,79,1.0,Drive,1,18,0,56.0,28.2,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441881.923992434,79,-71.2,Drive,1,0,1,56.5,12.3,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441889.063782704,79,4.8,Drive,1,0,0,56.5,5.3,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441895.490065885,79,0.5,Drive,1,19,0,56.0,3.5,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441901.507825236,79,-1.8,Drive,1,41,0,56.0,1.7,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441907.423563397,79,-9.5,Drive,1,41,0,56.0,5.3,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441913.034787154,79,-19.5,Drive,1,54,0,56.0,7.0,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441919.154777646,78,-11.5,Drive,1,28,0,56.0,15.8,3506.6,27,57.5,4.8,0x2A,0,0.0
1753441920.594535350,78,-54.2,Drive,1,28,0,56.0,17.6,3506.7,27,57.5,4.8,0x2A,0,0.0
1753441931.394700244,78,9.8,Drive,1,28,0,56.0,15.8,3506.7,27,57.5,4.8,0x2A,0,0.0
1753441937.513902608,78,-26.5,Drive,1,28,0,56.0,7.0,3506.7,27,57.5,4.8,0x2A,0,0.0
1753441943.632984712,78,23.8,Drive,1,28,0,56.0,17.6,3506.8,27,57.5,4.8,0x2A,0,0.0
1753441949.192145500,78,-19.0,Drive,1,28,0,56.0,7.0,3506.8,27,57.5,4.8,0x2A,0,0.0
1753441955.515930353,78,-38.0,Drive,1,28,0,56.0,10.5,3506.8,27,57.5,4.8,0x2A,0,0.0
1753441961.687653448,78,19.0,Drive,1,28,0,56.0,15.8,3506.8,27,57.5,4.8,0x2A,0,0.0
1753441967.705385404,78,8.8,Drive,1,28,0,56.0,8.8,3506.8,27,57.5,4.8,0x2A,0,0.0
1753441973.620955439,78,-4.5,Drive,1,28,0,56.0,14.1,3506.9,27,57.5,4.8,0x2A,0,0.0
1753441979.741780360,78,-9.0,Drive,1,28,0,56.0,10.5,3506.9,27,0.0,0.0,0x00,0,0.0
1753441985.759029137,77,-217.8,Unknown,0,0,0,0.0,28.2,3506.9,27,0.0,0.0,0x00,0,0.0
1753441991.777039844,77,42.2,Unknown,0,0,0,0.0,28.2,3506.9,27,0.0,0.0,0x00,0,0.0
1753441997.795797168,77,-27.5,Drive,1,67,0,56.0,1.7,3507.0,26,0.0,0.0,0x00,0,0.0
1753442003.660302362,77,-19.0,Drive,1,41,0,56.0,8.8,3507.0,26,0.0,0.0,0x00,0,0.0
1753442009.831473996,77,24.2,Drive,1,18,0,56.0,19.4,3507.1,26,57.5,4.7,0x2A,0,0.0
1753442015.848852722,77,-62.5,Drive,1,0,0,56.0,8.8,3507.1,26,57.5,4.7,0x2A,0,0.0
1753442021.866898168,77,-69.0,Drive,1,74,0,54.5,28.2,3507.1,26,57.5,4.7,0x2A,0,0.0
1753442027.884465592,77,-95.8,Drive,1,3,0,56.0,28.2,3507.1,26,57.5,4.7,0x2A,0,0.0
1753442033.749229173,77,1.0,Drive,1,18,0,56.0,24.7,3507.2,26,57.5,4.7,0x2A,0,0.0
1753442039.920884559,77,-3.0,Drive,1,32,0,56.0,22.9,3507.2,26,57.5,4.7,0x2A,0,0.0
1753442045.938817922,76,12.5,Drive,1,9,1,56.0,31.7,3507.3,26,57.5,4.7,0x2A,0,0.0
1753442051.701773645,76,-8.8,Drive,1,6,1,56.0,5.3,3507.3,26,57.5,4.6,0x2A,0,0.0
1753442057.668642323,76,-211.0,Drive,1,81,0,55.5,30.0,3507.3,26,57.5,4.6,0x2A,0,0.0
1753442059.009314938,76,-88.5,Drive,1,78,0,53.5,45.9,3507.4,26,57.5,4.6,0x2A,0,0.0
1753442070.010123767,76,-0.8,Drive,1,13,1,56.0,5.3,3507.5,26,57.5,4.6,0x2A,0,0.0
1753442076.028342339,76,12.8,Drive,1,6,0,56.0,14.1,3507.5,25,57.5,4.6,0x2A,0,0.0
1753442082.046842578,76,5.2,Drive,1,13,0,56.0,21.1,3507.5,25,57.5,4.6,0x2A,0,0.0
1753442087.707500807,76,13.5,Drive,1,0,1,56.0,10.5,3507.5,25,57.5,4.6,0x2A,0,0.0
1753442094.082780241,76,-17.0,Drive,1,29,0,56.0,3.5,3507.6,25,57.5,4.6,0x2A,0,0.0
1753442100.048590166,75,-1.8,Drive,1,76,0,55.0,21.1,3507.6,25,57.5,4.6,0x2A,0,0.0
1753442106.118155507,75,-24.0,Drive,1,38,0,55.5,24.7,3507.6,25,57.5,4.6,0x2A,0,0.0
1753442112.136116005,75,27.8,Drive,1,31,0,55.5,19.4,3507.6,25,57.5,4.6,0x2A,0,0.0
1753442115.297314185,75,-0.5,Drive,1,0,0,56.0,1.7,3507.7,25,57.5,4.6,0x2A,0,0.0
1753442124.171701792,75,-166.8,Drive,1,79,0,54.0,28.2,3507.7,25,57.5,4.6,0x2A,0,0.0
1753442129.934197409,75,15.2,Drive,1,29,0,55.5,22.9,3507.8,25,57.5,4.6,0x2A,0,0.0
1753442136.207952789,75,2.8,Drive,1,16,0,56.0,8.8,3507.8,25,57.5,4.6,0x2A,0,0.0
1753442142.226282768,75,2.2,Drive,1,1,0,56.0,5.3,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442147.835633499,75,-1.2,Drive,1,0,0,56.0,-0.0,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442154.261364803,75,-34.8,Drive,1,62,0,55.5,7.0,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442160.280251815,75,-5.0,Drive,1,56,0,55.5,12.3,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442166.298353407,75,-3.2,Drive,1,0,1,56.0,7.0,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442172.315655362,74,-11.2,Drive,1,71,0,54.5,28.2,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442178.334349664,74,-23.8,Drive,1,32,0,55.5,24.7,3507.8,25,57.5,4.5,0x2A,0,0.0
1753442184.351109534,74,-13.2,Drive,1,28,0,55.5,22.9,3507.9,25,57.5,4.5,0x2A,0,0.0
1753442190.317996597,74,13.8,Drive,1,19,0,56.0,12.3,3508.0,25,57.5,4.5,0x2A,0,0.0
1753442196.080659351,74,-56.2,Drive,1,0,0,56.0,7.0,3508.0,25,57.5,4.5,0x2A,0,0.0
1753442200.876106234,74,10.8,Drive,1,0,0,56.0,17.6,3508.0,25,0.0,0.0,0x00,0,0.0
1753442206.995123806,74,2.0,Drive,1,0,0,56.0,15.8,3508.1,25,0.0,0.0,0x00,0,0.0
1753442211.074406042,74,-23.0,Drive,1,0,0,56.0,14.1,3508.1,25,0.0,0.0,0x00,0,0.0
1753442220.255477798,74,-17.2,Drive,1,44,0,55.5,8.8,3508.1,25,0.0,0.0,0x00,0,0.0
1753442226.374656933,74,-70.2,Drive,1,70,0,55.0,17.6,3508.1,25,0.0,0.0,0x00,0,0.0
1753442232.495478261,74,12.5,Drive,1,0,0,56.0,19.4,3508.1,25,57.5,4.5,0x2A,0,0.0
1753442238.105032274,74,-0.8,Drive,1,16,1,56.0,5.3,3508.2,25,57.5,4.5,0x2A,0,0.0
1753442244.276207919,74,-96.2,Drive,1,71,0,55.0,22.9,3508.2,25,57.5,4.5,0x2A,0,0.0
1753442250.549834653,73,-40.2,Drive,1,49,0,55.5,17.6,3508.2,25,57.5,4.5,0x2A,0,0.0
1753442256.567147441,73,-32.0,Drive,1,30,1,55.5,12.3,3508.2,25,57.5,4.5,0x2A,0,0.0
1753442262.483048518,73,-17.2,Drive,1,13,0,56.0,7.0,3508.3,25,57.5,4.5,0x2A,0,0.0
1753442268.552464118,73,-36.0,Drive,1,18,0,56.0,14.1,3508.3,25,57.5,4.5,0x2A,0,0.0
1753442274.620456225,73,-8.8,Drive,1,51,0,55.5,17.6,3508.3,25,57.5,4.5,0x2A,0,0.0
1753442280.637851930,73,20.0,Drive,1,27,0,56.0,14.1,3508.4,25,57.5,4.4,0x2A,0,0.0
1753442286.655898730,73,-25.8,Drive,1,43,0,56.0,5.3,3508.4,25,57.5,4.4,0x2A,0,0.0
1753442292.520848874,73,-19.8,Drive,1,38,0,55.5,15.8,3508.4,25,57.5,4.4,0x2A,0,0.0
1753442298.692094832,73,1.8,Drive,1,0,0,56.0,12.3,3508.4,25,57.5,4.4,0x2A,0,0.0
1753442304.710707207,73,1.8,Drive,1,15,0,56.0,8.8,3508.4,25,57.5,4.4,0x2A,0,0.0
1753442310.728245985,73,-86.0,Drive,1,50,0,55.5,14.1,3508.5,24,57.5,4.4,0x2A,0,0.0
1753442316.440300722,73,-50.5,Drive,1,0,0,56.0,19.4,3508.5,24,57.5,4.4,0x2A,0,0.0
1753442322.560738194,73,7.2,Drive,1,0,0,56.0,10.5,3508.5,25,57.5,4.4,0x2A,0,0.0
1753442328.782359876,73,-46.0,Drive,1,78,0,55.0,15.8,3508.5,25,57.5,4.4,0x2A,0,0.0
1753442334.800784282,73,-18.5,Drive,1,38,0,55.5,17.6,3508.6,25,57.5,4.4,0x2A,0,0.0
1753442340.819213011,73,28.0,Drive,1,48,0,55.5,21.1,3508.6,25,57.5,4.4,0x2A,0,0.0
1753442346.530369099,73,0.5,Drive,1,15,0,56.0,15.8,3508.6,25,57.5,4.4,0x2A,0,0.0
1753442352.854912340,72,16.8,Drive,1,0,0,55.5,26.4,3508.6,25,57.5,4.4,0x2A,0,0.0
1753442358.871829293,72,19.0,Drive,1,0,0,56.0,19.4,3508.7,24,57.5,4.4,0x2A,0,0.0
1753442364.889261144,72,5.2,Drive,1,0,0,56.0,5.3,3508.7,24,57.5,4.4,0x2A,0,0.0
1753442370.907602997,72,-8.8,Drive,1,33,0,56.0,3.5,3508.7,24,57.5,4.4,0x2A,0,0.0
1753442376.571585611,72,-1.2,Drive,1,0,0,56.0,1.7,3508.7,24,57.5,4.4,0x2A,0,0.0
1753442382.892929311,72,-10.8,Drive,1,50,0,56.0,-0.0,3508.8,24,57.5,4.4,0x2A,0,0.0
1753442388.910425641,72,-2.8,Drive,1,0,0,56.0,-0.0,3508.8,24,57.5,4.4,0x2A,0,0.0
1753442394.928504837,72,-1.8,Reverse,1,41,0,56.0,-1.8,3508.8,24,57.5,4.4,0x2A,0,0.0
1753442400.538825311,72,-9.5,Drive,1,62,0,56.0,-0.0,3508.8,24,57.5,4.4,0x2A,0,0.0
1753442406.607560440,72,-2.0,Drive,1,0,0,56.0,-0.0,3508.8,24,57.5,4.4,0x2A,0,0.0
1753442412.982752635,72,-2.0,Drive,1,33,0,56.0,-1.8,3508.8,24,57.5,4.4,0x2A,0,0.0
1753442419.000006725,72,-1.0,Neutral,1,0,0,56.0,-0.0,3508.8,24,57.5,4.4,0x2A,0,0.0
